Handedness,Keypoint_0,Keypoint_1,Keypoint_2,Keypoint_3,Keypoint_4,Keypoint_5,Keypoint_6,Keypoint_7,Keypoint_8,Keypoint_9,Keypoint_10,Keypoint_11,Keypoint_12,Keypoint_13,Keypoint_14,Keypoint_15,Keypoint_16,Keypoint_17,Keypoint_18,Keypoint_19,Keypoint_20
L,"[0.528358519077301, 0.8970820903778076, 4.993973448108591e-07]","[0.6376162171363831, 0.833523690700531, -0.07256545126438141]","[0.6624245643615723, 0.737290620803833, -0.1247711256146431]","[0.6379038691520691, 0.6541807651519775, -0.1717347651720047]","[0.6151518225669861, 0.592103123664856, -0.21269163489341736]","[0.6177388429641724, 0.6117942929267883, -0.09544659405946732]","[0.621492862701416, 0.5777549147605896, -0.19059567153453827]","[0.6321355104446411, 0.5846414566040039, -0.2497728019952774]","[0.6425408124923706, 0.5925800800323486, -0.28313955664634705]","[0.5397658348083496, 0.6136954426765442, -0.09909694641828537]","[0.5817739367485046, 0.6572765707969666, -0.20979388058185577]","[0.6122461557388306, 0.7361775636672974, -0.24534331262111664]","[0.6288641691207886, 0.7825304269790649, -0.253963828086853]","[0.47286373376846313, 0.6484213471412659, -0.11408858746290207]","[0.5261071920394897, 0.7251977920532227, -0.2207460254430771]","[0.5616743564605713, 0.8071702122688293, -0.22369959950447083]","[0.5825233459472656, 0.8464608788490295, -0.20510464906692505]","[0.41854462027549744, 0.6979270577430725, -0.13618838787078857]","[0.47941747307777405, 0.7704609632492065, -0.21089234948158264]","[0.5144258737564087, 0.8260997533798218, -0.2185763269662857]","[0.538162887096405, 0.8487405776977539, -0.2101515382528305]"
L,"[0.5701794028282166, 0.8838167190551758, 1.2474204140744405e-06]","[0.6811435222625732, 0.8340927362442017, -0.028451161459088326]","[0.7373942136764526, 0.7451619505882263, -0.060445643961429596]","[0.7494676113128662, 0.6762108206748962, -0.0951896533370018]","[0.7568943500518799, 0.6155939698219299, -0.12646296620368958]","[0.7021195888519287, 0.6157104969024658, -0.05936088413000107]","[0.7624832987785339, 0.5755121111869812, -0.11758918315172195]","[0.8166500329971313, 0.566240131855011, -0.1558195799589157]","[0.8718089461326599, 0.5644844174385071, -0.17928437888622284]","[0.6385703086853027, 0.6168943643569946, -0.07349484413862228]","[0.7363848686218262, 0.6599453687667847, -0.14587733149528503]","[0.8137092590332031, 0.7208922505378723, -0.1702045202255249]","[0.8697441220283508, 0.768149733543396, -0.17854563891887665]","[0.5843074321746826, 0.6511287093162537, -0.09113620221614838]","[0.6990960836410522, 0.7364221215248108, -0.1598431020975113]","[0.6993067860603333, 0.8150384426116943, -0.14769409596920013]","[0.6757668852806091, 0.8515830039978027, -0.12448213994503021]","[0.5426985025405884, 0.6979492902755737, -0.11259113997220993]","[0.6503363847732544, 0.774317741394043, -0.15569445490837097]","[0.649226188659668, 0.8227003812789917, -0.14364832639694214]","[0.6244639158248901, 0.8331641554832458, -0.12519891560077667]"
L,"[0.5548993349075317, 0.8837634325027466, 1.1645319091257988e-06]","[0.6884738206863403, 0.8108932971954346, 0.008520505391061306]","[0.7276598215103149, 0.74741530418396, -0.05547226965427399]","[0.7282004356384277, 0.6844574213027954, -0.1352909654378891]","[0.730622410774231, 0.6206473708152771, -0.21688728034496307]","[0.6762261986732483, 0.6155102849006653, -0.08117362856864929]","[0.7356101870536804, 0.5798038244247437, -0.1488325595855713]","[0.7911399602890015, 0.575671911239624, -0.17841924726963043]","[0.8370036482810974, 0.5841262340545654, -0.19630680978298187]","[0.6092715859413147, 0.6361950635910034, -0.1340736746788025]","[0.7274407744407654, 0.6732467412948608, -0.2078949213027954]","[0.7767259478569031, 0.7544379234313965, -0.20202715694904327]","[0.8136010766029358, 0.7948305606842041, -0.19206327199935913]","[0.5576094388961792, 0.6765584945678711, -0.18825985491275787]","[0.6800600290298462, 0.7436428070068359, -0.2443155199289322]","[0.6668168306350708, 0.8232243657112122, -0.19322797656059265]","[0.6444883346557617, 0.8438946008682251, -0.1566939651966095]","[0.5229559540748596, 0.71650230884552, -0.24580231308937073]","[0.6196441650390625, 0.7930983304977417, -0.2753857970237732]","[0.614004909992218, 0.8428133726119995, -0.2404266744852066]","[0.5902378559112549, 0.845481812953949, -0.21481521427631378]"
R,"[0.4887821674346924, 0.8997725248336792, -3.4944882543186395e-08]","[0.43882954120635986, 0.8125132918357849, -0.13103686273097992]","[0.44490477442741394, 0.7111684679985046, -0.1991896629333496]","[0.494873046875, 0.6456791162490845, -0.25042808055877686]","[0.5648643374443054, 0.6383323669433594, -0.28852349519729614]","[0.5449270009994507, 0.6832671165466309, -0.13274016976356506]","[0.5645679235458374, 0.5920082330703735, -0.21951349079608917]","[0.523987889289856, 0.6196108460426331, -0.24580997228622437]","[0.5033166408538818, 0.6495065093040466, -0.24525530636310577]","[0.5899792909622192, 0.7175585031509399, -0.09506823867559433]","[0.6015749573707581, 0.6524102091789246, -0.21232189238071442]","[0.5501423478126526, 0.7326154112815857, -0.23692718148231506]","[0.5269606709480286, 0.7900984287261963, -0.22403563559055328]","[0.6354988813400269, 0.7468227744102478, -0.07453402876853943]","[0.6484869122505188, 0.6959592700004578, -0.1914408802986145]","[0.5945039987564087, 0.7651625275611877, -0.21324193477630615]","[0.567051887512207, 0.8089067935943604, -0.19558493793010712]","[0.6840023994445801, 0.7673453092575073, -0.062083858996629715]","[0.7390137910842896, 0.7547728419303894, -0.13969089090824127]","[0.7775687575340271, 0.7825451493263245, -0.17287273705005646]","[0.8237696886062622, 0.7921585440635681, -0.1798378974199295]"
L,"[0.5471596121788025, 0.9033890962600708, 8.679577376824454e-07]","[0.6664594411849976, 0.8416467905044556, -0.023710355162620544]","[0.7175142168998718, 0.7492200136184692, -0.04807533696293831]","[0.7178225517272949, 0.670082688331604, -0.07684463262557983]","[0.7166394591331482, 0.6093600988388062, -0.10157440602779388]","[0.6784231662750244, 0.6185578107833862, -0.035400476306676865]","[0.7228288054466248, 0.5817363858222961, -0.0890265479683876]","[0.762512743473053, 0.5744801163673401, -0.12601137161254883]","[0.8081457018852234, 0.574602484703064, -0.14902739226818085]","[0.6121671199798584, 0.6151729226112366, -0.051456719636917114]","[0.6893336772918701, 0.6608060598373413, -0.11788993328809738]","[0.7516961693763733, 0.7214376330375671, -0.14193060994148254]","[0.7995204925537109, 0.7707929611206055, -0.15054990351200104]","[0.5508588552474976, 0.6417934894561768, -0.07310817390680313]","[0.647901713848114, 0.739203155040741, -0.14178317785263062]","[0.6555241346359253, 0.8242636919021606, -0.1397010236978531]","[0.6454262733459473, 0.8723306655883789, -0.12254232913255692]","[0.49816644191741943, 0.6863158941268921, -0.09825333952903748]","[0.5928887724876404, 0.7700122594833374, -0.14178480207920074]","[0.6049544811248779, 0.8203012943267822, -0.13847924768924713]","[0.5974354147911072, 0.837163507938385, -0.1264219731092453]"
R,"[0.3881945312023163, 0.9069786071777344, -1.5482628441532142e-06]","[0.27873969078063965, 0.8482638001441956, -0.033658217638731]","[0.2125779390335083, 0.759073793888092, -0.05758901312947273]","[0.18685409426689148, 0.6848580837249756, -0.07981465756893158]","[0.16829611361026764, 0.6137307286262512, -0.10076358914375305]","[0.2649955451488495, 0.6003594994544983, -0.05025430768728256]","[0.16508275270462036, 0.5868911743164062, -0.09796777367591858]","[0.09411199390888214, 0.5906363129615784, -0.13184458017349243]","[0.034940123558044434, 0.5966411232948303, -0.1529083251953125]","[0.3189065158367157, 0.6053630709648132, -0.060227129608392715]","[0.16875915229320526, 0.7032080888748169, -0.11608654260635376]","[0.0992705225944519, 0.7834293842315674, -0.1360471099615097]","[0.05671560764312744, 0.8285726308822632, -0.13965725898742676]","[0.3613716959953308, 0.6512107849121094, -0.07445777207612991]","[0.2309773564338684, 0.767830491065979, -0.12140307575464249]","[0.25831717252731323, 0.8285529017448425, -0.11622579395771027]","[0.29663217067718506, 0.8425704836845398, -0.10555238276720047]","[0.3929240107536316, 0.713646650314331, -0.09281831234693527]","[0.2850801944732666, 0.79619300365448, -0.12978169322013855]","[0.29582512378692627, 0.844923198223114, -0.12121174484491348]","[0.325532466173172, 0.8526862859725952, -0.10555620491504669]"
L,"[0.5254483222961426, 0.9467841386795044, -4.734640413062152e-07]","[0.5981517434120178, 0.8831570148468018, -0.03397936373949051]","[0.6239319443702698, 0.7730004191398621, -0.056595005095005035]","[0.5681278109550476, 0.6910784244537354, -0.07846605032682419]","[0.4954092502593994, 0.6523495316505432, -0.09583228081464767]","[0.5827065110206604, 0.6637811064720154, -0.04359715059399605]","[0.5920177698135376, 0.6104631423950195, -0.10200650244951248]","[0.5603381991386414, 0.6252955198287964, -0.13820047676563263]","[0.527434229850769, 0.6547332406044006, -0.1574327051639557]","[0.4986453056335449, 0.6578646302223206, -0.048943083733320236]","[0.49625104665756226, 0.7049551606178284, -0.12160533666610718]","[0.5189921259880066, 0.8035959601402283, -0.1417054682970047]","[0.5379959940910339, 0.8796968460083008, -0.14066559076309204]","[0.4293157458305359, 0.6823991537094116, -0.06043391302227974]","[0.4370255768299103, 0.7593350410461426, -0.12274961173534393]","[0.4748019576072693, 0.8401055335998535, -0.12233924120664597]","[0.5025032758712769, 0.8902887105941772, -0.10816334187984467]","[0.3730848431587219, 0.7247474193572998, -0.07653167843818665]","[0.3981565535068512, 0.8124741911888123, -0.12070280313491821]","[0.4381903111934662, 0.8727606534957886, -0.12775515019893646]","[0.470706045627594, 0.8958456516265869, -0.12248469144105911]"
R,"[0.48743024468421936, 0.9371148943901062, 1.74978467271103e-07]","[0.4422391653060913, 0.8641407489776611, -0.11709048599004745]","[0.4483100473880768, 0.7550919651985168, -0.17626942694187164]","[0.5062302947044373, 0.6788492202758789, -0.21924680471420288]","[0.5887764692306519, 0.6433579921722412, -0.2536402940750122]","[0.493714839220047, 0.6708285212516785, -0.13320477306842804]","[0.5361022353172302, 0.5925301909446716, -0.23954811692237854]","[0.5696542263031006, 0.6042093634605408, -0.3018392026424408]","[0.6049474477767944, 0.6309226155281067, -0.33208566904067993]","[0.5541077256202698, 0.6903368830680847, -0.10452912747859955]","[0.6001169085502625, 0.6963467597961426, -0.24256300926208496]","[0.5856426954269409, 0.79448401927948, -0.2844681143760681]","[0.5588878393173218, 0.8689597249031067, -0.28283780813217163]","[0.615084171295166, 0.7171093821525574, -0.08982783555984497]","[0.6339001655578613, 0.7640249729156494, -0.22168174386024475]","[0.5801509618759155, 0.8549233675003052, -0.23222985863685608]","[0.5300888419151306, 0.9056919813156128, -0.20316803455352783]","[0.6667462587356567, 0.7467533946037292, -0.08442533016204834]","[0.6723499298095703, 0.7899312973022461, -0.17847560346126556]","[0.6233315467834473, 0.847876250743866, -0.19481982290744781]","[0.5808243751525879, 0.8778082132339478, -0.1825675368309021]"
R,"[0.486757755279541, 0.9060804843902588, -5.708541834792413e-07]","[0.428402304649353, 0.8278886079788208, -0.06497856974601746]","[0.4232902228832245, 0.7263566255569458, -0.09725043922662735]","[0.4770355820655823, 0.6514223217964172, -0.12158457189798355]","[0.5474224090576172, 0.6091128587722778, -0.1383165866136551]","[0.48871278762817383, 0.6245725750923157, -0.06528059393167496]","[0.5145846605300903, 0.5975399017333984, -0.11031141132116318]","[0.5357661247253418, 0.6016958355903625, -0.12855978310108185]","[0.5595952868461609, 0.6047139167785645, -0.13708221912384033]","[0.5573691129684448, 0.6342624425888062, -0.0502857007086277]","[0.5648415684700012, 0.7378138899803162, -0.11893001943826675]","[0.5248382687568665, 0.8132839202880859, -0.13430249691009521]","[0.4928615689277649, 0.8507828712463379, -0.12936435639858246]","[0.6133819222450256, 0.665626049041748, -0.041889019310474396]","[0.5995352268218994, 0.7740689516067505, -0.11645074933767319]","[0.5442826151847839, 0.8352660536766052, -0.11737998574972153]","[0.5040185451507568, 0.862722635269165, -0.09702513366937637]","[0.657698392868042, 0.7048318386077881, -0.038206253200769424]","[0.6532198786735535, 0.778042733669281, -0.09037458151578903]","[0.6040259599685669, 0.8223603367805481, -0.09278211742639542]","[0.5620483756065369, 0.8382923007011414, -0.07870562374591827]"
R,"[0.4321414828300476, 0.9248781204223633, -1.4910843901816406e-06]","[0.31678879261016846, 0.8472577333450317, -0.0037194243632256985]","[0.2715074419975281, 0.7555310130119324, -0.02288060635328293]","[0.2712212800979614, 0.6774692535400391, -0.049305494874715805]","[0.27027052640914917, 0.6018194556236267, -0.07360223680734634]","[0.32307860255241394, 0.6184797883033752, -0.035931751132011414]","[0.2586522400379181, 0.5827436447143555, -0.08155472576618195]","[0.20807065069675446, 0.5801886320114136, -0.10563483834266663]","[0.16064102947711945, 0.5890840888023376, -0.1198517233133316]","[0.38295382261276245, 0.6111816167831421, -0.06413456052541733]","[0.26527267694473267, 0.6965621113777161, -0.12089761346578598]","[0.2196442037820816, 0.7709220051765442, -0.13551552593708038]","[0.20507492125034332, 0.8216657638549805, -0.13835115730762482]","[0.43499425053596497, 0.6457289457321167, -0.09483396261930466]","[0.3211537003517151, 0.7618452310562134, -0.13902926445007324]","[0.3174331486225128, 0.832749605178833, -0.1259317398071289]","[0.3413962125778198, 0.8655683994293213, -0.11371316015720367]","[0.4758196473121643, 0.6988043189048767, -0.12923875451087952]","[0.38687074184417725, 0.7846275568008423, -0.16073767840862274]","[0.3766324818134308, 0.8376189470291138, -0.15404382348060608]","[0.3984174132347107, 0.8544942736625671, -0.14422030746936798]"
R,"[0.4929141402244568, 0.9047335982322693, 1.0506796854770073e-07]","[0.4381420314311981, 0.8177983164787292, -0.08540670573711395]","[0.44602569937705994, 0.7123159766197205, -0.12185002863407135]","[0.513085663318634, 0.6451548337936401, -0.15033817291259766]","[0.5869894623756409, 0.6032856106758118, -0.1715378612279892]","[0.48300042748451233, 0.6364033222198486, -0.03976330906152725]","[0.49951064586639404, 0.58391273021698, -0.11681225895881653]","[0.5438786149024963, 0.5706238150596619, -0.16294993460178375]","[0.5932366847991943, 0.5607982277870178, -0.1851937621831894]","[0.5445511341094971, 0.6547641754150391, -0.020467713475227356]","[0.572985053062439, 0.6930062174797058, -0.13053932785987854]","[0.5351852178573608, 0.7850897312164307, -0.1567981243133545]","[0.5031396746635437, 0.8352344632148743, -0.14378637075424194]","[0.6017152667045593, 0.6826692819595337, -0.01757945865392685]","[0.6130772233009338, 0.7410387992858887, -0.12792426347732544]","[0.554269015789032, 0.8211742639541626, -0.129074826836586]","[0.5119193196296692, 0.8541619181632996, -0.09452565759420395]","[0.6527296304702759, 0.7140759825706482, -0.02249201387166977]","[0.6567030549049377, 0.7629329562187195, -0.09954295307397842]","[0.6121660470962524, 0.8172621130943298, -0.1088331937789917]","[0.5780830383300781, 0.8359641432762146, -0.09165444225072861]"
L,"[0.5785799622535706, 0.8182415962219238, 1.637406512600137e-06]","[0.6632983684539795, 0.7660555839538574, -0.031892579048871994]","[0.7137272953987122, 0.7123651504516602, -0.07550766319036484]","[0.746569812297821, 0.6908158659934998, -0.11976536363363266]","[0.7795580625534058, 0.6513469219207764, -0.1631053239107132]","[0.6943281888961792, 0.5988072156906128, -0.10589787364006042]","[0.773497998714447, 0.5946838855743408, -0.177419513463974]","[0.8388955593109131, 0.6035675406455994, -0.2263561487197876]","[0.9017213582992554, 0.6161292791366577, -0.2588402330875397]","[0.6280679702758789, 0.6174099445343018, -0.1233074739575386]","[0.7586917281150818, 0.7061439752578735, -0.21658474206924438]","[0.8404514789581299, 0.7837859988212585, -0.25290200114250183]","[0.8978732824325562, 0.8416360020637512, -0.26966768503189087]","[0.5802405476570129, 0.6747170090675354, -0.1402742713689804]","[0.710667610168457, 0.7918804883956909, -0.21323080360889435]","[0.7171037197113037, 0.8585550785064697, -0.19845320284366608]","[0.6930327415466309, 0.88392573595047, -0.17652499675750732]","[0.5419749021530151, 0.7355204820632935, -0.16155016422271729]","[0.6585608124732971, 0.8245382905006409, -0.20908546447753906]","[0.6664212346076965, 0.8550090193748474, -0.19632914662361145]","[0.6460099220275879, 0.851935863494873, -0.17875787615776062]"
L,"[0.5140646696090698, 0.9387348890304565, 3.8080858644207183e-07]","[0.6337476372718811, 0.8623837232589722, -0.03295730799436569]","[0.6755023002624512, 0.7685702443122864, -0.06292225420475006]","[0.6644231677055359, 0.6878184676170349, -0.09526965767145157]","[0.6415603756904602, 0.6324418187141418, -0.12345372885465622]","[0.6237160563468933, 0.6194868087768555, -0.04717782139778137]","[0.6419520378112793, 0.5833525061607361, -0.09914103895425797]","[0.6689704656600952, 0.5760639905929565, -0.13363264501094818]","[0.7002350687980652, 0.5727969408035278, -0.15542276203632355]","[0.553233802318573, 0.6196355223655701, -0.05758290737867355]","[0.6095296740531921, 0.6789194345474243, -0.12534013390541077]","[0.6537941694259644, 0.7515640258789062, -0.14671798050403595]","[0.679225504398346, 0.8119437098503113, -0.15054354071617126]","[0.4941191077232361, 0.655251145362854, -0.07294049859046936]","[0.5680382251739502, 0.7564531564712524, -0.13760799169540405]","[0.6021026968955994, 0.8335279822349548, -0.13702918589115143]","[0.616740882396698, 0.8863304257392883, -0.12109909951686859]","[0.4480249881744385, 0.7082343101501465, -0.09291788190603256]","[0.5184707641601562, 0.7975361943244934, -0.13156846165657043]","[0.5513048768043518, 0.848131000995636, -0.13126814365386963]","[0.5692182183265686, 0.8753209114074707, -0.12096136808395386]"
R,"[0.45384982228279114, 0.9090632200241089, -1.0867910305023543e-06]","[0.38008904457092285, 0.835119366645813, -0.03544336184859276]","[0.34713122248649597, 0.7379443645477295, -0.05974670872092247]","[0.369223415851593, 0.6618084907531738, -0.083647221326828]","[0.42023351788520813, 0.6160012483596802, -0.10138547420501709]","[0.40188270807266235, 0.6283513307571411, -0.040603116154670715]","[0.38505440950393677, 0.5828736424446106, -0.08698052167892456]","[0.3834071159362793, 0.5787985324859619, -0.10813206434249878]","[0.37589961290359497, 0.5992950201034546, -0.11502280086278915]","[0.47882822155952454, 0.6225641369819641, -0.04251142591238022]","[0.4502336382865906, 0.6640896797180176, -0.10316524654626846]","[0.4223719537258148, 0.7512543797492981, -0.11646585166454315]","[0.3923987150192261, 0.8301419019699097, -0.10968264192342758]","[0.5429141521453857, 0.6520552635192871, -0.049317993223667145]","[0.4955326020717621, 0.7352989912033081, -0.10813882946968079]","[0.4549795687198639, 0.8108287453651428, -0.10318369418382645]","[0.42314672470092773, 0.8684191703796387, -0.08325285464525223]","[0.5944971442222595, 0.7002124786376953, -0.05996055155992508]","[0.5575774908065796, 0.7680061459541321, -0.09592022001743317]","[0.5109029412269592, 0.8195782899856567, -0.09169218689203262]","[0.47276249527931213, 0.8548818826675415, -0.07669198513031006]"
L,"[0.507156252861023, 0.9273644089698792, -2.1629395519084937e-07]","[0.5519427061080933, 0.8486765623092651, -0.09539691358804703]","[0.5379075407981873, 0.7437121272087097, -0.1248219832777977]","[0.47330188751220703, 0.6740694046020508, -0.14042715728282928]","[0.4019020199775696, 0.6414498686790466, -0.14966252446174622]","[0.531387209892273, 0.6644257307052612, -0.03095254860818386]","[0.48212477564811707, 0.5914046168327332, -0.09395729750394821]","[0.42179349064826965, 0.5776522755622864, -0.14312566816806793]","[0.37500089406967163, 0.5837142467498779, -0.16680413484573364]","[0.4700142443180084, 0.6892658472061157, -0.0011377711780369282]","[0.4066550135612488, 0.6533800363540649, -0.08898288011550903]","[0.38938623666763306, 0.7193759083747864, -0.13591323792934418]","[0.3891999125480652, 0.7890627980232239, -0.1427462100982666]","[0.4157240390777588, 0.7213901281356812, 0.013413584791123867]","[0.36380013823509216, 0.7032780647277832, -0.07917745411396027]","[0.3759990930557251, 0.7750387191772461, -0.11187084764242172]","[0.4006308913230896, 0.8325206637382507, -0.10361446440219879]","[0.374525785446167, 0.7554691433906555, 0.02120012603700161]","[0.33822816610336304, 0.7521442770957947, -0.051440756767988205]","[0.35687321424484253, 0.8035019636154175, -0.07675491273403168]","[0.38881123065948486, 0.8391070365905762, -0.07441816478967667]"
L,"[0.5479616522789001, 0.8910988569259644, 1.019412252389884e-06]","[0.6683762073516846, 0.8394675254821777, -0.028929801657795906]","[0.7199726104736328, 0.7593594193458557, -0.06713413447141647]","[0.7331649661064148, 0.6933902502059937, -0.10845021903514862]","[0.7428760528564453, 0.6380283832550049, -0.14681215584278107]","[0.6761382818222046, 0.6147869229316711, -0.06217168644070625]","[0.7355574369430542, 0.5954144597053528, -0.12313997000455856]","[0.7896398901939392, 0.5993956327438354, -0.16193507611751556]","[0.8412081003189087, 0.6129254698753357, -0.1864207684993744]","[0.612343430519104, 0.6179332137107849, -0.0774788036942482]","[0.7208516597747803, 0.6902173161506653, -0.1483471393585205]","[0.7791702151298523, 0.7717413306236267, -0.16736488044261932]","[0.8204122185707092, 0.8259523510932922, -0.17311051487922668]","[0.560093104839325, 0.6589311361312866, -0.09722079336643219]","[0.6773654222488403, 0.7739644050598145, -0.1647690236568451]","[0.6806046366691589, 0.8531168699264526, -0.1538977026939392]","[0.6624642610549927, 0.8835822343826294, -0.13391262292861938]","[0.5192256569862366, 0.7133646011352539, -0.1208716630935669]","[0.6234877109527588, 0.8075514435768127, -0.16327692568302155]","[0.6297862529754639, 0.8537612557411194, -0.15493156015872955]","[0.6119856238365173, 0.85638427734375, -0.14116089046001434]"
R,"[0.41261065006256104, 0.8800240159034729, -1.2835688494305941e-06]","[0.2937251627445221, 0.8067675828933716, 0.00239559100009501]","[0.23939600586891174, 0.742525041103363, -0.036901380866765976]","[0.21732944250106812, 0.685884416103363, -0.08677367120981216]","[0.1910250335931778, 0.6276037693023682, -0.13853591680526733]","[0.29142335057258606, 0.6052977442741394, -0.06373511254787445]","[0.2022348791360855, 0.587971568107605, -0.11824502050876617]","[0.14108070731163025, 0.5837653279304504, -0.14247067272663116]","[0.08324654400348663, 0.5913565158843994, -0.15474697947502136]","[0.3378222584724426, 0.6193907856941223, -0.1038045734167099]","[0.1998593509197235, 0.7076488733291626, -0.1622724086046219]","[0.13864710927009583, 0.7845072746276855, -0.15849776566028595]","[0.10341934859752655, 0.8203344345092773, -0.14591574668884277]","[0.37847861647605896, 0.6650897264480591, -0.14544610679149628]","[0.25329238176345825, 0.7686288356781006, -0.18988171219825745]","[0.2772371172904968, 0.8263399600982666, -0.15324683487415314]","[0.3134869337081909, 0.8407649397850037, -0.12419410794973373]","[0.4117012023925781, 0.7193566560745239, -0.18999475240707397]","[0.3101713955402374, 0.7860435247421265, -0.22638969123363495]","[0.3201081454753876, 0.8313868045806885, -0.20365017652511597]","[0.35220226645469666, 0.8412783145904541, -0.17942164838314056]"
R,"[0.4445071518421173, 0.9172043800354004, -1.0849103091459256e-06]","[0.36054879426956177, 0.8378663659095764, -0.03137323632836342]","[0.33485376834869385, 0.7161445021629333, -0.04485142230987549]","[0.35466110706329346, 0.6264017820358276, -0.0607510581612587]","[0.3613928556442261, 0.556054413318634, -0.0716538280248642]","[0.3838624358177185, 0.6157535910606384, -0.01700957864522934]","[0.364230215549469, 0.555983304977417, -0.07010843604803085]","[0.35374224185943604, 0.5380988121032715, -0.10187352448701859]","[0.33947208523750305, 0.5390657186508179, -0.11459337174892426]","[0.45472317934036255, 0.6128214597702026, -0.024005768820643425]","[0.4187374413013458, 0.6330606341362, -0.09249480068683624]","[0.3794810473918915, 0.6877321004867554, -0.11416072398424149]","[0.3446905016899109, 0.7436454892158508, -0.10955294966697693]","[0.5146146416664124, 0.6402055025100708, -0.03851484879851341]","[0.44952392578125, 0.7181222438812256, -0.1025451198220253]","[0.41288474202156067, 0.7942233085632324, -0.10255790501832962]","[0.3936096727848053, 0.8492462635040283, -0.08169558644294739]","[0.5641258955001831, 0.6877070069313049, -0.057478755712509155]","[0.5078418850898743, 0.7515471577644348, -0.09231828898191452]","[0.4693698287010193, 0.8020246028900146, -0.08912191540002823]","[0.45344278216362, 0.8342275023460388, -0.07348649203777313]"
R,"[0.42506787180900574, 0.9257158041000366, -1.36115397708636e-06]","[0.3487764596939087, 0.8593299388885498, -0.041204508394002914]","[0.3040141463279724, 0.7620308995246887, -0.06592518836259842]","[0.3110225796699524, 0.6884840726852417, -0.08834574371576309]","[0.3318709135055542, 0.6285849809646606, -0.10286832600831985]","[0.35982659459114075, 0.6237184405326843, -0.04698970168828964]","[0.3275300860404968, 0.5964593291282654, -0.10680161416530609]","[0.2913970351219177, 0.6012365818023682, -0.1405167281627655]","[0.2503225803375244, 0.6314821243286133, -0.15546810626983643]","[0.4302392899990082, 0.6209459900856018, -0.050567831844091415]","[0.3516656756401062, 0.7093547582626343, -0.12299136817455292]","[0.3021639883518219, 0.792966365814209, -0.14284102618694305]","[0.27251070737838745, 0.8601416945457458, -0.1404307633638382]","[0.48744675517082214, 0.6606742739677429, -0.06156666949391365]","[0.3977365791797638, 0.7857023477554321, -0.1229168176651001]","[0.3658444285392761, 0.8535560369491577, -0.11850003153085709]","[0.35544031858444214, 0.8909395933151245, -0.101470448076725]","[0.5308008193969727, 0.7197279930114746, -0.0780506506562233]","[0.453639954328537, 0.8144720792770386, -0.12032750248908997]","[0.4203750193119049, 0.8618465662002563, -0.12013168632984161]","[0.4147135317325592, 0.8768943548202515, -0.108087457716465]"
L,"[0.586995005607605, 0.8815475702285767, 1.2102527762181126e-06]","[0.6985251307487488, 0.8275281190872192, -0.03152339532971382]","[0.7525796890258789, 0.7415022253990173, -0.06762351095676422]","[0.7723824381828308, 0.6692900061607361, -0.1080436035990715]","[0.7854533791542053, 0.6023539900779724, -0.1455308049917221]","[0.7090842127799988, 0.6027236580848694, -0.05945765599608421]","[0.7924730777740479, 0.5682159662246704, -0.12539444863796234]","[0.8557353615760803, 0.563369631767273, -0.16937409341335297]","[0.9166034460067749, 0.5632529854774475, -0.1958531141281128]","[0.6499006152153015, 0.6053429841995239, -0.0739511176943779]","[0.7703083157539368, 0.6521937847137451, -0.15335290133953094]","[0.8468016386032104, 0.7182806730270386, -0.1797800213098526]","[0.9012824296951294, 0.7650637626647949, -0.18849919736385345]","[0.6052150726318359, 0.6421565413475037, -0.09342340379953384]","[0.7367770075798035, 0.7298945188522339, -0.16922548413276672]","[0.7273457050323486, 0.8155250549316406, -0.1587563455104828]","[0.6986807584762573, 0.8574065566062927, -0.1350717693567276]","[0.5704711675643921, 0.689733624458313, -0.11729457229375839]","[0.6855649352073669, 0.7676848769187927, -0.16598844528198242]","[0.6775822043418884, 0.8192012310028076, -0.15746885538101196]","[0.6508912444114685, 0.8330134749412537, -0.1411019265651703]"
R,"[0.4206045866012573, 0.8996175527572632, -6.166415005282033e-07]","[0.3669690489768982, 0.8269418478012085, -0.07304563373327255]","[0.3331315815448761, 0.7154860496520996, -0.12082632631063461]","[0.34559398889541626, 0.6359259486198425, -0.15996386110782623]","[0.3941580653190613, 0.6052762866020203, -0.19186924397945404]","[0.39078181982040405, 0.6218653321266174, -0.11156895756721497]","[0.3793553113937378, 0.5929734110832214, -0.19738610088825226]","[0.3820466995239258, 0.5855528116226196, -0.24181093275547028]","[0.37591326236724854, 0.5959352254867554, -0.26220452785491943]","[0.4789668619632721, 0.6244750022888184, -0.10305846482515335]","[0.4458211064338684, 0.6731587648391724, -0.20604415237903595]","[0.41129109263420105, 0.756051778793335, -0.22768224775791168]","[0.37726840376853943, 0.8314281702041626, -0.2201717346906662]","[0.5518496632575989, 0.6591818928718567, -0.10262378305196762]","[0.491445928812027, 0.7568038105964661, -0.1989646553993225]","[0.44524121284484863, 0.8323963284492493, -0.19387006759643555]","[0.4147759675979614, 0.8847309350967407, -0.1656293272972107]","[0.6079723238945007, 0.7091426253318787, -0.10875444859266281]","[0.5531647205352783, 0.793384313583374, -0.17194077372550964]","[0.5053558349609375, 0.8394662737846375, -0.17405343055725098]","[0.4805849492549896, 0.8622519969940186, -0.15850037336349487]"
