Handedness,Keypoint_0,Keypoint_1,Keypoint_2,Keypoint_3,Keypoint_4,Keypoint_5,Keypoint_6,Keypoint_7,Keypoint_8,Keypoint_9,Keypoint_10,Keypoint_11,Keypoint_12,Keypoint_13,Keypoint_14,Keypoint_15,Keypoint_16,Keypoint_17,Keypoint_18,Keypoint_19,Keypoint_20
R,"[0.5246559977531433, 0.775788426399231, -4.2380023046462156e-07]","[0.4158112704753876, 0.7383537292480469, 0.022592874243855476]","[0.3494335412979126, 0.6886900663375854, 0.006066364701837301]","[0.30515408515930176, 0.6561481952667236, -0.027480559423565865]","[0.2970796823501587, 0.6103666424751282, -0.06501308083534241]","[0.42317280173301697, 0.5372603535652161, 0.006865244358778]","[0.40279990434646606, 0.43090248107910156, -0.03273943066596985]","[0.3869132399559021, 0.3608883023262024, -0.05973278358578682]","[0.3873709440231323, 0.3039846420288086, -0.08027414977550507]","[0.45201924443244934, 0.5494387149810791, -0.035274654626846313]","[0.3588655889034271, 0.46365195512771606, -0.08419067412614822]","[0.3047662377357483, 0.5374846458435059, -0.08754409104585648]","[0.3206128478050232, 0.576069712638855, -0.08090765029191971]","[0.4695306420326233, 0.5753639340400696, -0.08057749271392822]","[0.3786446452140808, 0.5030426979064941, -0.13044826686382294]","[0.3293408751487732, 0.5707727670669556, -0.10833031684160233]","[0.3469598889350891, 0.6157941222190857, -0.0826556533575058]","[0.4802645444869995, 0.616289496421814, -0.12486772984266281]","[0.39517802000045776, 0.563545286655426, -0.14894510805606842]","[0.35292428731918335, 0.6072967648506165, -0.12643848359584808]","[0.366121768951416, 0.6482645273208618, -0.10552546381950378]"
R,"[0.5247491598129272, 0.8221487998962402, -3.4084416711266385e-07]","[0.410265177488327, 0.7722638845443726, 0.058147136121988297]","[0.3377397060394287, 0.7177925109863281, 0.04672665894031525]","[0.2973129451274872, 0.677082359790802, 0.0070695290341973305]","[0.2773655354976654, 0.6282342672348022, -0.039791133254766464]","[0.40915581583976746, 0.5535922050476074, 0.033087439835071564]","[0.38566407561302185, 0.43604564666748047, -0.00856004934757948]","[0.3647754192352295, 0.35015779733657837, -0.036545995622873306]","[0.36774227023124695, 0.286292165517807, -0.057156383991241455]","[0.4382738173007965, 0.5756650567054749, -0.03975396975874901]","[0.3471117913722992, 0.46266603469848633, -0.10482361912727356]","[0.28463056683540344, 0.5391115546226501, -0.11444021761417389]","[0.29177284240722656, 0.5902853012084961, -0.10593154281377792]","[0.45739129185676575, 0.6048427820205688, -0.11401767283678055]","[0.37474942207336426, 0.5094691514968872, -0.18623727560043335]","[0.31676629185676575, 0.5761287808418274, -0.17648793756961823]","[0.32616230845451355, 0.6332750916481018, -0.15205390751361847]","[0.4718726873397827, 0.6433730125427246, -0.18280625343322754]","[0.3842557370662689, 0.5768998861312866, -0.22041720151901245]","[0.3364121615886688, 0.6211869120597839, -0.20240479707717896]","[0.3479948341846466, 0.6757478713989258, -0.18272246420383453]"
R,"[0.49460798501968384, 0.7720373868942261, -2.0544698031699227e-07]","[0.42397257685661316, 0.751742422580719, -0.036370690912008286]","[0.36113715171813965, 0.6854172348976135, -0.06282488256692886]","[0.3391069173812866, 0.6260792016983032, -0.09286963939666748]","[0.37187060713768005, 0.5884597301483154, -0.12104735523462296]","[0.4029510021209717, 0.545779287815094, -0.021285079419612885]","[0.39619845151901245, 0.433584988117218, -0.062489546835422516]","[0.3866047263145447, 0.3610551357269287, -0.0883655846118927]","[0.39184725284576416, 0.3068311810493469, -0.10727222263813019]","[0.44335922598838806, 0.5558438897132874, -0.029744144529104233]","[0.43396201729774475, 0.452312707901001, -0.08780429512262344]","[0.3854035437107086, 0.5129173398017883, -0.10190723091363907]","[0.3758854866027832, 0.5657379627227783, -0.09649218618869781]","[0.4840763807296753, 0.5755090117454529, -0.045477308332920074]","[0.48006874322891235, 0.48203855752944946, -0.10027390718460083]","[0.4248882532119751, 0.5349990725517273, -0.09615899622440338]","[0.4115898311138153, 0.5888528823852539, -0.07838564366102219]","[0.5196552276611328, 0.6061264276504517, -0.06527698785066605]","[0.49752968549728394, 0.5391756892204285, -0.10557924956083298]","[0.45061519742012024, 0.5742434859275818, -0.10497259348630905]","[0.43991079926490784, 0.6200934052467346, -0.09506851434707642]"
L,"[0.45722341537475586, 0.8618620038032532, 3.6550926552081364e-07]","[0.5965614318847656, 0.8245583176612854, 0.05715646594762802]","[0.6736426949501038, 0.7482706308364868, 0.05775843933224678]","[0.730364978313446, 0.6903257966041565, 0.032639045268297195]","[0.7237780094146729, 0.6278898119926453, 0.0070330738089978695]","[0.6173231601715088, 0.6089066863059998, 0.03393035754561424]","[0.6577126979827881, 0.4728245139122009, -0.013851969502866268]","[0.6979003548622131, 0.48595210909843445, -0.03595753014087677]","[0.6914337873458862, 0.5214701890945435, -0.03824973851442337]","[0.5759507417678833, 0.6065528392791748, -0.029650671407580376]","[0.6226463913917542, 0.4543781280517578, -0.08241860568523407]","[0.6988378763198853, 0.5108558535575867, -0.0881916955113411]","[0.7141854763031006, 0.5782086253166199, -0.07542280852794647]","[0.5414045453071594, 0.6248059272766113, -0.09549147635698318]","[0.5969365239143372, 0.4992515444755554, -0.14432886242866516]","[0.6710649132728577, 0.5698874592781067, -0.13023680448532104]","[0.6847488880157471, 0.6366847157478333, -0.10217943787574768]","[0.5167973637580872, 0.6598423719406128, -0.15895618498325348]","[0.5848684310913086, 0.5711742639541626, -0.19710303843021393]","[0.6479467153549194, 0.6108906269073486, -0.19042250514030457]","[0.6657474040985107, 0.6654122471809387, -0.17174091935157776]"
L,"[0.46402227878570557, 0.7744214534759521, 4.995173981114931e-07]","[0.5870032906532288, 0.7384122610092163, 0.046667881309986115]","[0.6442391276359558, 0.6935411691665649, 0.0350554957985878]","[0.6903313994407654, 0.6655872464179993, -0.0006092829862609506]","[0.6956168413162231, 0.6206635236740112, -0.039723899215459824]","[0.5913839340209961, 0.5579893589019775, 0.028799517080187798]","[0.6040899753570557, 0.43972957134246826, -0.02093234285712242]","[0.612392783164978, 0.3670045733451843, -0.06195145100355148]","[0.6002422571182251, 0.3090173602104187, -0.08773376047611237]","[0.5528841018676758, 0.5667265057563782, -0.0355442613363266]","[0.6115622520446777, 0.47176656126976013, -0.09848368912935257]","[0.6693596839904785, 0.532606303691864, -0.12873555719852448]","[0.6879038214683533, 0.5968557596206665, -0.13702495396137238]","[0.5264773964881897, 0.5940110683441162, -0.10105662047863007]","[0.5887476801872253, 0.5178752541542053, -0.1622806191444397]","[0.6524361968040466, 0.568178117275238, -0.16677254438400269]","[0.6730048656463623, 0.6164535284042358, -0.15438278019428253]","[0.5222859382629395, 0.6286571621894836, -0.16386158764362335]","[0.5861701965332031, 0.5827147364616394, -0.2079179733991623]","[0.6426399946212769, 0.6119016408920288, -0.20632389187812805]","[0.670433759689331, 0.6480632424354553, -0.1951656937599182]"
L,"[0.4873003363609314, 0.8298018574714661, 5.943994452195511e-08]","[0.6024135947227478, 0.7898730039596558, -0.001779606333002448]","[0.6627614498138428, 0.7213574051856995, -0.019312119111418724]","[0.6969144940376282, 0.6618956923484802, -0.04772784933447838]","[0.6585688591003418, 0.6146732568740845, -0.07777030020952225]","[0.6302900314331055, 0.5655365586280823, -0.014547700062394142]","[0.6249313950538635, 0.42866018414497375, -0.050652582198381424]","[0.6370330452919006, 0.353848934173584, -0.08205138146877289]","[0.6314829587936401, 0.28608885407447815, -0.10749545693397522]","[0.581727921962738, 0.5759367346763611, -0.045647576451301575]","[0.5940812826156616, 0.4568394422531128, -0.10169284790754318]","[0.6347739696502686, 0.5257524251937866, -0.13120396435260773]","[0.6425396800041199, 0.5830960273742676, -0.14394371211528778]","[0.5376783013343811, 0.6034860014915466, -0.07846170663833618]","[0.5514872670173645, 0.4957854151725769, -0.13403289020061493]","[0.609911322593689, 0.5636768937110901, -0.14861620962619781]","[0.6245295405387878, 0.6226018667221069, -0.1479993760585785]","[0.5025696754455566, 0.6423562169075012, -0.1120193600654602]","[0.5282475352287292, 0.5685715079307556, -0.158414825797081]","[0.5854104161262512, 0.6030462384223938, -0.1739446222782135]","[0.6148074865341187, 0.6454047560691833, -0.17920738458633423]"
R,"[0.49184650182724, 0.8495804071426392, -2.7489431886351667e-07]","[0.3892916142940521, 0.8117390871047974, -0.025352319702506065]","[0.3157307505607605, 0.7355575561523438, -0.06057914346456528]","[0.2841646075248718, 0.6643671989440918, -0.11062443256378174]","[0.32472532987594604, 0.6041519641876221, -0.16238074004650116]","[0.3702794313430786, 0.5666837096214294, 0.009832935407757759]","[0.35858798027038574, 0.4374861419200897, -0.03330053389072418]","[0.3426128923892975, 0.35163089632987976, -0.06113733351230621]","[0.35264185070991516, 0.28447961807250977, -0.08460977673530579]","[0.4187181890010834, 0.5782057046890259, -0.021863920614123344]","[0.40099936723709106, 0.43409234285354614, -0.09137904644012451]","[0.3330252170562744, 0.5067472457885742, -0.11474385112524033]","[0.31798771023750305, 0.5666804313659668, -0.11352912336587906]","[0.46384724974632263, 0.5990323424339294, -0.06316474825143814]","[0.44737759232521057, 0.47523730993270874, -0.13082239031791687]","[0.3827666640281677, 0.5402015447616577, -0.13549435138702393]","[0.36646613478660583, 0.6087549328804016, -0.12267821282148361]","[0.5021962523460388, 0.6315058469772339, -0.10828610509634018]","[0.45963597297668457, 0.5422530174255371, -0.15504945814609528]","[0.40749219059944153, 0.5851762890815735, -0.1593363732099533]","[0.3956761360168457, 0.6473405957221985, -0.15528389811515808]"
L,"[0.44871529936790466, 0.8133190274238586, -1.698808063110846e-07]","[0.5573214292526245, 0.7506072521209717, 0.15292814373970032]","[0.614558219909668, 0.6954678893089294, 0.1916077435016632]","[0.6754388809204102, 0.6655488014221191, 0.1943577527999878]","[0.7240146994590759, 0.6296706795692444, 0.19461935758590698]","[0.5838072299957275, 0.5544659495353699, 0.0954730361700058]","[0.5881540775299072, 0.43374019861221313, 0.07359741628170013]","[0.5975634455680847, 0.3599746525287628, 0.0593542717397213]","[0.5950121879577637, 0.3030870258808136, 0.057339392602443695]","[0.5668380260467529, 0.561080276966095, 0.008861081674695015]","[0.6698784232139587, 0.48113882541656494, 0.0018452347721904516]","[0.7286765575408936, 0.5272905230522156, 0.028744034469127655]","[0.7364888787269592, 0.5781266689300537, 0.058884330093860626]","[0.5651610493659973, 0.5963672399520874, -0.0686146467924118]","[0.6771440505981445, 0.509573221206665, -0.08497907221317291]","[0.729559600353241, 0.5603427886962891, -0.03587112948298454]","[0.726881742477417, 0.6101164221763611, 0.014033501036465168]","[0.5878730416297913, 0.6381653547286987, -0.13278432190418243]","[0.6782775521278381, 0.5847817659378052, -0.12942348420619965]","[0.7225273847579956, 0.6128840446472168, -0.08169357478618622]","[0.7284646034240723, 0.6524407863616943, -0.035270754247903824]"
R,"[0.5335193872451782, 0.8045401573181152, -6.768164553250244e-07]","[0.41585713624954224, 0.7455912232398987, 0.047350749373435974]","[0.34840822219848633, 0.6858375668525696, 0.0439949706196785]","[0.30050045251846313, 0.6468755602836609, 0.021600894629955292]","[0.27035143971443176, 0.6059054136276245, -0.005764470901340246]","[0.43033120036125183, 0.5389190912246704, 0.01730615273118019]","[0.4091043472290039, 0.4249125123023987, -0.02387353777885437]","[0.3948976993560791, 0.3530600070953369, -0.05515844747424126]","[0.3962230086326599, 0.29072973132133484, -0.07827784866094589]","[0.4604058563709259, 0.5568373203277588, -0.03242110833525658]","[0.350637823343277, 0.4698340594768524, -0.08405505865812302]","[0.28499501943588257, 0.546885073184967, -0.08409573137760162]","[0.2947425842285156, 0.5975611209869385, -0.07412155717611313]","[0.47202831506729126, 0.5908101797103882, -0.08283266425132751]","[0.361755907535553, 0.5120545625686646, -0.14004242420196533]","[0.3074743151664734, 0.5855679512023926, -0.11422980576753616]","[0.3252300024032593, 0.642793595790863, -0.08188209682703018]","[0.4766477942466736, 0.6414492726325989, -0.12847299873828888]","[0.374641090631485, 0.5807663798332214, -0.15419353544712067]","[0.32930880784988403, 0.6283847689628601, -0.12493862211704254]","[0.34443750977516174, 0.6786457300186157, -0.0971512421965599]"
R,"[0.4573062062263489, 0.736449122428894, -3.239657928588713e-07]","[0.39164650440216064, 0.7113892436027527, -0.052625253796577454]","[0.33640825748443604, 0.670616090297699, -0.09737779200077057]","[0.3082881271839142, 0.6445039510726929, -0.1429261565208435]","[0.3243471384048462, 0.6159096360206604, -0.18769127130508423]","[0.3876684904098511, 0.5201852321624756, -0.06612475216388702]","[0.37444764375686646, 0.41165369749069214, -0.12358233332633972]","[0.36147835850715637, 0.34852859377861023, -0.16104058921337128]","[0.36468377709388733, 0.2989155650138855, -0.18679696321487427]","[0.4232475757598877, 0.5412318706512451, -0.07144024968147278]","[0.3909511864185333, 0.4706190824508667, -0.142002671957016]","[0.34023135900497437, 0.5442731976509094, -0.1599753350019455]","[0.3395691215991974, 0.5916659832000732, -0.1598912626504898]","[0.45763862133026123, 0.5727212429046631, -0.08371521532535553]","[0.4345630407333374, 0.5096322298049927, -0.15102837979793549]","[0.3765362799167633, 0.5767543911933899, -0.13741269707679749]","[0.36819541454315186, 0.6270837783813477, -0.11418966948986053]","[0.4833681583404541, 0.615109384059906, -0.10090593248605728]","[0.45006871223449707, 0.5737509727478027, -0.14762066304683685]","[0.40095600485801697, 0.6158660650253296, -0.13665054738521576]","[0.39524731040000916, 0.6519239544868469, -0.11908604949712753]"
L,"[0.4552251994609833, 0.7814624309539795, -9.955657276350394e-08]","[0.5704372525215149, 0.7359020709991455, 0.10897181183099747]","[0.6236698627471924, 0.6809446215629578, 0.1295829564332962]","[0.6801507472991943, 0.6510190963745117, 0.1195698156952858]","[0.7119922041893005, 0.6140779852867126, 0.10833606868982315]","[0.5896292328834534, 0.550410270690918, 0.07926114648580551]","[0.589328944683075, 0.43529319763183594, 0.051588986068964005]","[0.597882091999054, 0.36889779567718506, 0.026414040476083755]","[0.5863027572631836, 0.3123963475227356, 0.014090532436966896]","[0.5652844309806824, 0.5548064708709717, 0.004815021995455027]","[0.642109215259552, 0.46716487407684326, -0.018446892499923706]","[0.6953722834587097, 0.5236959457397461, -0.014579201117157936]","[0.6986844539642334, 0.5810091495513916, -0.00128295854665339]","[0.5530176162719727, 0.578328549861908, -0.06455016136169434]","[0.6468334794044495, 0.4927079975605011, -0.08512917160987854]","[0.6971523761749268, 0.5479406118392944, -0.050177834928035736]","[0.6941647529602051, 0.5991073846817017, -0.013040587306022644]","[0.5663020610809326, 0.613383948802948, -0.12642669677734375]","[0.6469997763633728, 0.5569161772727966, -0.12809598445892334]","[0.6881577968597412, 0.5930402874946594, -0.09017173200845718]","[0.689961314201355, 0.637311577796936, -0.0530562698841095]"
R,"[0.46071237325668335, 0.7063798308372498, -2.6141248099520453e-07]","[0.3908063769340515, 0.6835617423057556, -0.05956645682454109]","[0.3333657383918762, 0.6489856243133545, -0.11150957643985748]","[0.312866747379303, 0.636350691318512, -0.16105596721172333]","[0.3184722363948822, 0.6263458728790283, -0.2106277197599411]","[0.37761107087135315, 0.48902106285095215, -0.09752633422613144]","[0.3606864809989929, 0.36947348713874817, -0.15991130471229553]","[0.3486214876174927, 0.30387696623802185, -0.19836191833019257]","[0.3572101593017578, 0.25102075934410095, -0.2257620245218277]","[0.4308856129646301, 0.5071234107017517, -0.10318992286920547]","[0.41276121139526367, 0.44600290060043335, -0.18304352462291718]","[0.3586271405220032, 0.5261724591255188, -0.19987313449382782]","[0.3423885703086853, 0.5894299745559692, -0.19805112481117249]","[0.4785890281200409, 0.5490294694900513, -0.11453420668840408]","[0.4748882055282593, 0.49633654952049255, -0.19057512283325195]","[0.41039955615997314, 0.572141170501709, -0.17521309852600098]","[0.38666316866874695, 0.6307574510574341, -0.14993613958358765]","[0.51552814245224, 0.6044113636016846, -0.13066083192825317]","[0.4887568950653076, 0.5801647901535034, -0.19027118384838104]","[0.43279844522476196, 0.6304271817207336, -0.18246345221996307]","[0.4138195216655731, 0.6694790720939636, -0.16511580348014832]"
L,"[0.45658886432647705, 0.7743997573852539, -1.0934871852441574e-07]","[0.5621041655540466, 0.7284005284309387, 0.11977236717939377]","[0.6153746843338013, 0.6810063123703003, 0.1460590958595276]","[0.667279064655304, 0.6519448757171631, 0.14058995246887207]","[0.7017703056335449, 0.6158311367034912, 0.1340523064136505]","[0.5757046341896057, 0.5518354773521423, 0.08073711395263672]","[0.5778428316116333, 0.4401407241821289, 0.05795304849743843]","[0.5858983993530273, 0.37407010793685913, 0.042439162731170654]","[0.5800904035568237, 0.3249426484107971, 0.03618784248828888]","[0.5562142133712769, 0.5567977428436279, 0.0036404028069227934]","[0.6352490782737732, 0.47286373376846313, -0.018116485327482224]","[0.6942466497421265, 0.5122719407081604, -0.008323374204337597]","[0.711269736289978, 0.5565654635429382, 0.007599357515573502]","[0.5472232103347778, 0.5788156986236572, -0.0673060268163681]","[0.636906087398529, 0.4992068409919739, -0.08407212048768997]","[0.6822071075439453, 0.5545539855957031, -0.042733579874038696]","[0.6841490268707275, 0.6060705184936523, -0.00337428436614573]","[0.5617099404335022, 0.6103378534317017, -0.13017694652080536]","[0.6358038783073425, 0.5576191544532776, -0.1309634894132614]","[0.6761054396629333, 0.5910392999649048, -0.09504449367523193]","[0.6853363513946533, 0.6313841342926025, -0.06072545796632767]"
R,"[0.48674434423446655, 0.7905625700950623, -5.40534692561323e-08]","[0.41568028926849365, 0.7583104372024536, -0.043676599860191345]","[0.3695247173309326, 0.7008025050163269, -0.07692419737577438]","[0.35368454456329346, 0.6461098790168762, -0.11181595921516418]","[0.3934153914451599, 0.6168115735054016, -0.1440449059009552]","[0.3900981843471527, 0.5435751080513, -0.02888701856136322]","[0.38723045587539673, 0.43488818407058716, -0.07492341846227646]","[0.38329190015792847, 0.363423615694046, -0.10836808383464813]","[0.39128631353378296, 0.3046126663684845, -0.13378041982650757]","[0.43897396326065063, 0.5497532486915588, -0.031650692224502563]","[0.4421441853046417, 0.4719899892807007, -0.08466057479381561]","[0.4108237624168396, 0.5432962775230408, -0.09579100459814072]","[0.40035441517829895, 0.5898295640945435, -0.09183339029550552]","[0.4862659275531769, 0.5751209259033203, -0.04210945963859558]","[0.495777428150177, 0.5087165236473083, -0.08790935575962067]","[0.4527522921562195, 0.5714068412780762, -0.07453852146863937]","[0.43512991070747375, 0.6192827224731445, -0.05437939986586571]","[0.5213819742202759, 0.6183648705482483, -0.058106932789087296]","[0.5190027952194214, 0.5701579451560974, -0.09284192323684692]","[0.47619572281837463, 0.6085647344589233, -0.0868830680847168]","[0.45635655522346497, 0.6485950350761414, -0.07462461292743683]"
R,"[0.5245398283004761, 0.7596421837806702, -3.2179477216232044e-07]","[0.4321953058242798, 0.7373866438865662, 0.039330706000328064]","[0.3677823543548584, 0.6854965686798096, 0.03446248546242714]","[0.3310079574584961, 0.6462087631225586, 0.009082837961614132]","[0.32749292254447937, 0.6052535176277161, -0.021205412223935127]","[0.4271884560585022, 0.5444673299789429, 0.029163669794797897]","[0.40984639525413513, 0.44336479902267456, -0.0015287005808204412]","[0.39465436339378357, 0.3739556074142456, -0.024224838241934776]","[0.39608094096183777, 0.3202584981918335, -0.042757317423820496]","[0.457191526889801, 0.5585815906524658, -0.023508800193667412]","[0.38701701164245605, 0.4684912860393524, -0.07273475080728531]","[0.33489543199539185, 0.5337529182434082, -0.08282770216464996]","[0.34191378951072693, 0.5767998695373535, -0.07834909111261368]","[0.4809914231300354, 0.5813528299331665, -0.07780896127223969]","[0.41567280888557434, 0.5003343224525452, -0.13060837984085083]","[0.365029901266098, 0.55715411901474, -0.12141924351453781]","[0.3725297451019287, 0.605256974697113, -0.10213514417409897]","[0.4984067380428314, 0.6139861345291138, -0.12926112115383148]","[0.4345827102661133, 0.5549654364585876, -0.16278865933418274]","[0.38847124576568604, 0.5933107733726501, -0.15211893618106842]","[0.39135119318962097, 0.6384890675544739, -0.13798975944519043]"
L,"[0.4423096179962158, 0.7912285923957825, -4.1102801162651303e-08]","[0.5638512969017029, 0.7468475699424744, 0.11547219753265381]","[0.6227532029151917, 0.6916464567184448, 0.1364286243915558]","[0.6806049346923828, 0.6625545620918274, 0.1228163093328476]","[0.7107269763946533, 0.618636429309845, 0.10741236060857773]","[0.5729831457138062, 0.5483456254005432, 0.09045561403036118]","[0.5835076570510864, 0.43743956089019775, 0.06817282736301422]","[0.5975843071937561, 0.371728777885437, 0.047595225274562836]","[0.5857966542243958, 0.31478697061538696, 0.036324210464954376]","[0.5490765571594238, 0.5559543371200562, 0.009039747528731823]","[0.6427436470985413, 0.46882355213165283, -0.008866374380886555]","[0.7028858065605164, 0.517039954662323, -0.007107934914529324]","[0.7118619680404663, 0.5636997222900391, 0.0013089251006022096]","[0.5398687720298767, 0.580926239490509, -0.06751330941915512]","[0.6419028639793396, 0.49734413623809814, -0.08372601866722107]","[0.6997191905975342, 0.5543104410171509, -0.05503877252340317]","[0.7003239393234253, 0.6069913506507874, -0.026754550635814667]","[0.5574184060096741, 0.6131327748298645, -0.13644187152385712]","[0.6445711255073547, 0.5660587549209595, -0.13455288112163544]","[0.6891573667526245, 0.5989145636558533, -0.10283207893371582]","[0.6929059624671936, 0.6379261016845703, -0.07477259635925293]"
L,"[0.5513451099395752, 0.8375447988510132, 7.799984018674877e-07]","[0.628495454788208, 0.7863065600395203, -0.11125192046165466]","[0.631232500076294, 0.7090118527412415, -0.16396506130695343]","[0.5633938908576965, 0.6520586609840393, -0.20408426225185394]","[0.48158541321754456, 0.6121120452880859, -0.23865866661071777]","[0.6166900396347046, 0.5312854647636414, -0.07243625819683075]","[0.6120918393135071, 0.41804105043411255, -0.11695106327533722]","[0.6103757619857788, 0.3301142454147339, -0.14619162678718567]","[0.6068187952041626, 0.2660558223724365, -0.1669684797525406]","[0.5378438830375671, 0.550058901309967, -0.0493931770324707]","[0.48464998602867126, 0.46785256266593933, -0.114708311855793]","[0.48543769121170044, 0.5514209866523743, -0.1304817944765091]","[0.5098133683204651, 0.6098044514656067, -0.12271484732627869]","[0.47527480125427246, 0.5875977873802185, -0.04127198085188866]","[0.42819663882255554, 0.5247130990028381, -0.11133536696434021]","[0.45379388332366943, 0.5962889194488525, -0.11532952636480331]","[0.48678380250930786, 0.6384587287902832, -0.09823860973119736]","[0.4288295805454254, 0.6382970213890076, -0.04399928078055382]","[0.3980311453342438, 0.5933387279510498, -0.09394772350788116]","[0.42622828483581543, 0.6337705850601196, -0.09797967970371246]","[0.4611867070198059, 0.6671731472015381, -0.08908821642398834]"
R,"[0.48250240087509155, 0.7741464376449585, -2.439561797018541e-07]","[0.3946000337600708, 0.7428616881370544, -0.026801718398928642]","[0.32839325070381165, 0.6986433863639832, -0.07385831326246262]","[0.30090630054473877, 0.6654666066169739, -0.13177922368049622]","[0.3198852241039276, 0.6306366920471191, -0.19284658133983612]","[0.3894943594932556, 0.5413739681243896, -0.059100132435560226]","[0.37350353598594666, 0.4231962561607361, -0.1299261897802353]","[0.359353631734848, 0.3456713855266571, -0.17639121413230896]","[0.3636186420917511, 0.28879982233047485, -0.20953448116779327]","[0.4298239052295685, 0.5647526979446411, -0.09326765686273575]","[0.39650365710258484, 0.47447893023490906, -0.1843508780002594]","[0.3419225811958313, 0.5537707805633545, -0.21043552458286285]","[0.34060585498809814, 0.608262836933136, -0.212721586227417]","[0.46833914518356323, 0.5950974225997925, -0.134018674492836]","[0.4380776882171631, 0.5175320506095886, -0.22012239694595337]","[0.3768942058086395, 0.583645761013031, -0.21775823831558228]","[0.36801230907440186, 0.6411330103874207, -0.19976797699928284]","[0.500698447227478, 0.6329190135002136, -0.1775197982788086]","[0.45552322268486023, 0.5801194310188293, -0.2383509874343872]","[0.40068918466567993, 0.6238749623298645, -0.23580943048000336]","[0.39157834649086, 0.6711918115615845, -0.22450615465641022]"
L,"[0.5210229754447937, 0.8328977823257446, 7.45642054766904e-08]","[0.6219421625137329, 0.7919170260429382, -0.015134252607822418]","[0.6776668429374695, 0.7104084491729736, -0.034285642206668854]","[0.6976303458213806, 0.6441080570220947, -0.0611516535282135]","[0.6433866620063782, 0.6073559522628784, -0.08976607769727707]","[0.6409206986427307, 0.5592713356018066, -0.026011619716882706]","[0.6365094184875488, 0.4296308755874634, -0.05851230397820473]","[0.6516011357307434, 0.36126789450645447, -0.08529622107744217]","[0.6512676477432251, 0.29511696100234985, -0.10947751253843307]","[0.5885507464408875, 0.5677484273910522, -0.051474299281835556]","[0.5912289023399353, 0.4400813579559326, -0.10543473064899445]","[0.6311208605766296, 0.5173826813697815, -0.13256917893886566]","[0.6424398422241211, 0.5764150023460388, -0.14418751001358032]","[0.5419681072235107, 0.596548318862915, -0.07888038456439972]","[0.5388081669807434, 0.4799307584762573, -0.1352272629737854]","[0.5992777943611145, 0.5545558333396912, -0.15060174465179443]","[0.6173872351646423, 0.6157885789871216, -0.15081830322742462]","[0.5015225410461426, 0.6380667090415955, -0.10767101496458054]","[0.5173995494842529, 0.5522336363792419, -0.15291480720043182]","[0.569706916809082, 0.5924081802368164, -0.16707636415958405]","[0.5916038155555725, 0.6390305161476135, -0.17289887368679047]"
L,"[0.5825168490409851, 0.8392074108123779, 4.478320292378157e-08]","[0.6320940852165222, 0.7637959718704224, -0.06191055849194527]","[0.6181739568710327, 0.6813240647315979, -0.07940195500850677]","[0.5298863053321838, 0.6229856610298157, -0.08775875717401505]","[0.45137298107147217, 0.6032851338386536, -0.09257211536169052]","[0.5977281928062439, 0.5353542566299438, -0.038303442299366]","[0.6001687049865723, 0.4070255756378174, -0.06765338778495789]","[0.5954117178916931, 0.3336838185787201, -0.0971464291214943]","[0.5912296772003174, 0.2651599943637848, -0.12350067496299744]","[0.5243663787841797, 0.5467606782913208, -0.02465026266872883]","[0.4661872684955597, 0.4533763825893402, -0.06747007369995117]","[0.4608064591884613, 0.5405232310295105, -0.08767736703157425]","[0.47811856865882874, 0.5975642204284668, -0.09470795094966888]","[0.4698922336101532, 0.5784891843795776, -0.01859099045395851]","[0.4107685983181, 0.5005884170532227, -0.05375245213508606]","[0.4229767322540283, 0.5747165679931641, -0.0578213669359684]","[0.45132651925086975, 0.6252704858779907, -0.052793532609939575]","[0.43429630994796753, 0.6375070214271545, -0.019110726192593575]","[0.38343310356140137, 0.5784191489219666, -0.03521823137998581]","[0.40253111720085144, 0.6117945909500122, -0.03141140192747116]","[0.43940597772598267, 0.6518803238868713, -0.025951571762561798]"
L,"[0.5145034790039062, 0.8100016117095947, 3.272968385203967e-08]","[0.5961276292800903, 0.7692808508872986, -0.028167037293314934]","[0.6371995806694031, 0.6939579844474792, -0.04694671183824539]","[0.6233311295509338, 0.636878490447998, -0.06859051436185837]","[0.575759768486023, 0.5971705913543701, -0.09109330177307129]","[0.6164599657058716, 0.5381492376327515, -0.02947910875082016]","[0.6122052073478699, 0.4218910038471222, -0.06064308434724808]","[0.6147246956825256, 0.3486299514770508, -0.08742821961641312]","[0.6123009920120239, 0.28528422117233276, -0.11113466322422028]","[0.5588624477386475, 0.5507410168647766, -0.04372939094901085]","[0.5357979536056519, 0.44775477051734924, -0.0972246453166008]","[0.5594055652618408, 0.5071102976799011, -0.12820731103420258]","[0.5775206685066223, 0.5656802654266357, -0.1430206149816513]","[0.5050127506256104, 0.5827034711837769, -0.06092280521988869]","[0.47721022367477417, 0.4913536608219147, -0.11606986820697784]","[0.5237109661102295, 0.552909791469574, -0.13497869670391083]","[0.5562828779220581, 0.6152001619338989, -0.13800889253616333]","[0.46056097745895386, 0.6279202103614807, -0.08018121123313904]","[0.45063504576683044, 0.5623488426208496, -0.12238750606775284]","[0.48920682072639465, 0.5980857610702515, -0.1353411227464676]","[0.5230152606964111, 0.6423868536949158, -0.1396315097808838]"
