Handedness,Keypoint_0,Keypoint_1,Keypoint_2,Keypoint_3,Keypoint_4,Keypoint_5,Keypoint_6,Keypoint_7,Keypoint_8,Keypoint_9,Keypoint_10,Keypoint_11,Keypoint_12,Keypoint_13,Keypoint_14,Keypoint_15,Keypoint_16,Keypoint_17,Keypoint_18,Keypoint_19,Keypoint_20
L,"[0.5036351680755615, 0.790101170539856, 1.3867221468899515e-06]","[0.5615828037261963, 0.769184410572052, -0.09348045289516449]","[0.5738887190818787, 0.6893954277038574, -0.12106358259916306]","[0.5145761966705322, 0.6215002536773682, -0.12935012578964233]","[0.4489036202430725, 0.5680592656135559, -0.13477949798107147]","[0.6031988859176636, 0.5529338121414185, -0.0711546316742897]","[0.641708493232727, 0.45368948578834534, -0.095541812479496]","[0.6647684574127197, 0.38863515853881836, -0.11906690895557404]","[0.6853084564208984, 0.3279445767402649, -0.138101726770401]","[0.5360811352729797, 0.5346236228942871, -0.0480174645781517]","[0.5421478748321533, 0.4161154627799988, -0.06716492772102356]","[0.5421422123908997, 0.3375757336616516, -0.09650305658578873]","[0.5418513417243958, 0.2751096189022064, -0.11656545102596283]","[0.4765905737876892, 0.5481136441230774, -0.03394933417439461]","[0.4508388638496399, 0.43901094794273376, -0.08140943199396133]","[0.43183261156082153, 0.37828341126441956, -0.13010792434215546]","[0.416387677192688, 0.3231044411659241, -0.1579805314540863]","[0.4306820034980774, 0.5866515636444092, -0.025237737223505974]","[0.42621779441833496, 0.5326452255249023, -0.08372088521718979]","[0.43636947870254517, 0.5586108565330505, -0.1111060380935669]","[0.44075554609298706, 0.586939811706543, -0.1232345923781395]"
R,"[0.5055450201034546, 0.8062491416931152, 1.5138560627292463e-07]","[0.4174037575721741, 0.7785978317260742, -0.06849225610494614]","[0.3793915808200836, 0.7042227387428284, -0.0945408046245575]","[0.42912450432777405, 0.6274957060813904, -0.1051337942481041]","[0.49360892176628113, 0.568386435508728, -0.11378596723079681]","[0.38652503490448, 0.5499314069747925, -0.06779462844133377]","[0.3334672451019287, 0.432267427444458, -0.1037253886461258]","[0.3024160861968994, 0.3565863370895386, -0.1291211098432541]","[0.28577935695648193, 0.28959232568740845, -0.14732883870601654]","[0.45803913474082947, 0.5338886380195618, -0.05826646089553833]","[0.46036919951438904, 0.401120662689209, -0.09360858052968979]","[0.46737465262413025, 0.3164440989494324, -0.11416014283895493]","[0.47795549035072327, 0.24054905772209167, -0.12519623339176178]","[0.5151820182800293, 0.5481060743331909, -0.05587931349873543]","[0.5534530878067017, 0.43764984607696533, -0.11429817229509354]","[0.5715597867965698, 0.3552209138870239, -0.15012940764427185]","[0.59128338098526, 0.27367907762527466, -0.1673932671546936]","[0.5615642666816711, 0.5918740630149841, -0.05519196391105652]","[0.5453711152076721, 0.5151055455207825, -0.1058882474899292]","[0.5071331262588501, 0.547303318977356, -0.10913514345884323]","[0.47925496101379395, 0.5915038585662842, -0.1048104539513588]"
R,"[0.5183972716331482, 0.8641024827957153, 2.64805521510425e-07]","[0.4211033880710602, 0.8269633054733276, -0.05982452258467674]","[0.37565574049949646, 0.7241877317428589, -0.07710907608270645]","[0.41320356726646423, 0.6325401067733765, -0.08599425852298737]","[0.48005980253219604, 0.5746691823005676, -0.09337753802537918]","[0.38476264476776123, 0.5578535795211792, -0.023114221170544624]","[0.33731725811958313, 0.4411846101284027, -0.048804543912410736]","[0.315646767616272, 0.36041590571403503, -0.07199142128229141]","[0.30520468950271606, 0.2916034758090973, -0.0917438492178917]","[0.45674413442611694, 0.5401079654693604, -0.023188237100839615]","[0.4675978720188141, 0.39771193265914917, -0.04776344820857048]","[0.4795357882976532, 0.3107105791568756, -0.06795063614845276]","[0.4888564944267273, 0.23335719108581543, -0.08090165257453918]","[0.5155960917472839, 0.5548240542411804, -0.03340514004230499]","[0.5524904727935791, 0.43432754278182983, -0.08364846557378769]","[0.571908712387085, 0.3508564233779907, -0.12277302145957947]","[0.5888707637786865, 0.27525973320007324, -0.1458081156015396]","[0.5635569095611572, 0.5957168936729431, -0.047091081738471985]","[0.5445659160614014, 0.5155949592590332, -0.10387225449085236]","[0.5089046359062195, 0.5490276217460632, -0.11811120063066483]","[0.48475056886672974, 0.5946291089057922, -0.12248615175485611]"
R,"[0.4522753953933716, 0.9123982191085815, 7.181101047137872e-09]","[0.4081929326057434, 0.8455027341842651, -0.15869176387786865]","[0.42610934376716614, 0.7332091331481934, -0.19117048382759094]","[0.499836802482605, 0.636947512626648, -0.19100993871688843]","[0.5743679404258728, 0.552551805973053, -0.18442027270793915]","[0.34859517216682434, 0.5579687356948853, -0.08693158626556396]","[0.30463147163391113, 0.42170846462249756, -0.10840526223182678]","[0.28017696738243103, 0.3345637917518616, -0.13698548078536987]","[0.26524975895881653, 0.26171019673347473, -0.1621190905570984]","[0.4223949909210205, 0.5553890466690063, -0.02719775214791298]","[0.4048352837562561, 0.39207723736763, -0.02211364172399044]","[0.39779192209243774, 0.30903011560440063, -0.04247584939002991]","[0.38903117179870605, 0.23567065596580505, -0.06730596721172333]","[0.4974762201309204, 0.5751256346702576, 0.012414972297847271]","[0.5393871665000916, 0.4350816011428833, -0.026180220767855644]","[0.5622945427894592, 0.35900649428367615, -0.09393544495105743]","[0.5751386880874634, 0.2754632234573364, -0.14584320783615112]","[0.5619714260101318, 0.6125020384788513, 0.040687114000320435]","[0.574798583984375, 0.5319328308105469, -0.02390657179057598]","[0.5645231008529663, 0.5543439984321594, -0.0708589106798172]","[0.5416673421859741, 0.5767925977706909, -0.10418607294559479]"
R,"[0.4715925455093384, 0.8757786750793457, 3.451189911629626e-08]","[0.4216562509536743, 0.8364065885543823, -0.12877875566482544]","[0.43301278352737427, 0.7373170852661133, -0.16258282959461212]","[0.5023279190063477, 0.6406849026679993, -0.16811032593250275]","[0.5667147636413574, 0.5641509890556335, -0.1711517721414566]","[0.369476318359375, 0.5657280087471008, -0.11203009635210037]","[0.32081273198127747, 0.4374569058418274, -0.13909868896007538]","[0.2921796441078186, 0.35463643074035645, -0.16462713479995728]","[0.27659091353416443, 0.28055623173713684, -0.18945355713367462]","[0.44160664081573486, 0.5524523854255676, -0.07038412243127823]","[0.4182167053222656, 0.39527225494384766, -0.09095404297113419]","[0.40957921743392944, 0.3132821321487427, -0.1201493889093399]","[0.40241754055023193, 0.23648199439048767, -0.1474868804216385]","[0.5095027685165405, 0.5690140128135681, -0.039627593010663986]","[0.549611508846283, 0.43700119853019714, -0.09617571532726288]","[0.5716654658317566, 0.3617267608642578, -0.15965990722179413]","[0.5836210250854492, 0.280663400888443, -0.20536509156227112]","[0.5647904872894287, 0.6051366329193115, -0.014615217223763466]","[0.5742588043212891, 0.529822587966919, -0.08417405933141708]","[0.5631986856460571, 0.5560240745544434, -0.12128961831331253]","[0.5447651743888855, 0.5819216966629028, -0.14644832909107208]"
L,"[0.4939647912979126, 0.7908250689506531, 7.345743711084651e-07]","[0.5652550458908081, 0.7509442567825317, -0.05328856408596039]","[0.5924015641212463, 0.6615439057350159, -0.06584133207798004]","[0.5434284210205078, 0.5853863954544067, -0.06974043697118759]","[0.4843587577342987, 0.5388517379760742, -0.07206866145133972]","[0.5867096781730652, 0.5515766143798828, -0.041918881237506866]","[0.6258439421653748, 0.45491987466812134, -0.052168767899274826]","[0.6440727114677429, 0.39954453706741333, -0.061206962913274765]","[0.6617162227630615, 0.3458296060562134, -0.07150956243276596]","[0.5267005562782288, 0.5390732288360596, -0.03522166237235069]","[0.52616286277771, 0.419730007648468, -0.04271098971366882]","[0.5256056785583496, 0.35419079661369324, -0.06218103691935539]","[0.5245555639266968, 0.29714295268058777, -0.08066624402999878]","[0.4757210910320282, 0.5529857873916626, -0.03397759422659874]","[0.4534617066383362, 0.4479808807373047, -0.06381633132696152]","[0.44230523705482483, 0.3825646936893463, -0.1018335297703743]","[0.4289414882659912, 0.32322484254837036, -0.12764203548431396]","[0.43927615880966187, 0.5897423624992371, -0.03585854172706604]","[0.45415565371513367, 0.5215193033218384, -0.06585309654474258]","[0.48057952523231506, 0.5384443998336792, -0.08314479887485504]","[0.4924699664115906, 0.5675387978553772, -0.09555387496948242]"
L,"[0.505932629108429, 0.8496767282485962, 1.203130409521691e-06]","[0.571225643157959, 0.8150523900985718, -0.08238840103149414]","[0.5896556973457336, 0.7215290665626526, -0.10181741416454315]","[0.515116274356842, 0.6308225393295288, -0.10326999425888062]","[0.43936899304389954, 0.5751799941062927, -0.10217678546905518]","[0.6228171586990356, 0.5643087029457092, -0.06857255846261978]","[0.678945779800415, 0.4373907446861267, -0.08146730065345764]","[0.7034068703651428, 0.3636091351509094, -0.09625346958637238]","[0.7245743870735168, 0.29156050086021423, -0.11167299747467041]","[0.542958676815033, 0.5376499891281128, -0.05240290239453316]","[0.5523331165313721, 0.3916296362876892, -0.05911478400230408]","[0.5564132332801819, 0.30996549129486084, -0.0848771333694458]","[0.563227653503418, 0.23872557282447815, -0.10614482313394547]","[0.4741328954696655, 0.5509716868400574, -0.04289061203598976]","[0.4504919946193695, 0.4147123098373413, -0.07907330989837646]","[0.43007010221481323, 0.34290531277656555, -0.12599685788154602]","[0.4122992753982544, 0.2722896337509155, -0.15615476667881012]","[0.4183587431907654, 0.6031537652015686, -0.03798171877861023]","[0.42493024468421936, 0.5089397430419922, -0.08187221735715866]","[0.4454219341278076, 0.5432499647140503, -0.09713422507047653]","[0.4532449245452881, 0.5953779816627502, -0.10324842482805252]"
L,"[0.5306912660598755, 0.7870981097221375, 1.3386136288318085e-06]","[0.5622590780258179, 0.7666851282119751, -0.10190867632627487]","[0.5548907518386841, 0.6840332746505737, -0.13135305047035217]","[0.4959259033203125, 0.6025457978248596, -0.13837848603725433]","[0.4380885064601898, 0.5407498478889465, -0.14263929426670074]","[0.6123685240745544, 0.5549059510231018, -0.08581651002168655]","[0.6545615792274475, 0.4437717795372009, -0.10985439270734787]","[0.6773940324783325, 0.37359145283699036, -0.13084577023983002]","[0.6964960694313049, 0.3094174265861511, -0.14767207205295563]","[0.5487697720527649, 0.5379918217658997, -0.05266492813825607]","[0.5624182820320129, 0.4182571470737457, -0.07332765311002731]","[0.5688045620918274, 0.3407491445541382, -0.10003087669610977]","[0.5774892568588257, 0.2794042229652405, -0.11748922616243362]","[0.4908423125743866, 0.5513256192207336, -0.027765657752752304]","[0.4601757824420929, 0.43975046277046204, -0.06838475912809372]","[0.44108566641807556, 0.3783182203769684, -0.10890432447195053]","[0.4335535168647766, 0.32475554943084717, -0.13245098292827606]","[0.4481962323188782, 0.5872523188591003, -0.009249172173440456]","[0.4341774880886078, 0.5285003185272217, -0.05950435250997543]","[0.4417318105697632, 0.5492302179336548, -0.08168691396713257]","[0.453485369682312, 0.5745494961738586, -0.09102372825145721]"
L,"[0.49762845039367676, 0.811286211013794, 1.0715472171796137e-06]","[0.5669316053390503, 0.7820879220962524, -0.08730924874544144]","[0.5834405422210693, 0.6842989921569824, -0.109184630215168]","[0.5196124911308289, 0.6091004610061646, -0.1134619489312172]","[0.45064154267311096, 0.5563070178031921, -0.11572433263063431]","[0.5979272127151489, 0.5583626627922058, -0.06981037557125092]","[0.6417253017425537, 0.45170196890830994, -0.08457446098327637]","[0.6640284061431885, 0.3849693536758423, -0.09976004809141159]","[0.6827329993247986, 0.3223947286605835, -0.11451753973960876]","[0.530326247215271, 0.5390214323997498, -0.05048174411058426]","[0.5344830751419067, 0.4098389446735382, -0.059796787798404694]","[0.5355720520019531, 0.33246517181396484, -0.08427584916353226]","[0.5304638147354126, 0.2703569233417511, -0.10459046810865402]","[0.47004052996635437, 0.5519496202468872, -0.03961072117090225]","[0.44718867540359497, 0.43262338638305664, -0.08073475956916809]","[0.42938247323036194, 0.3682372570037842, -0.13086266815662384]","[0.41100722551345825, 0.30602163076400757, -0.16230638325214386]","[0.4242076873779297, 0.592175304889679, -0.033814478665590286]","[0.4297778606414795, 0.5306062698364258, -0.08481130003929138]","[0.4516620635986328, 0.5635746717453003, -0.11249783635139465]","[0.45979738235473633, 0.6024800539016724, -0.12838450074195862]"
R,"[0.4515507221221924, 0.8346795439720154, 6.349402070782162e-08]","[0.44191044569015503, 0.8075221180915833, -0.154158353805542]","[0.4783739149570465, 0.7208823561668396, -0.18755456805229187]","[0.5437135100364685, 0.6382472515106201, -0.18274880945682526]","[0.5950062274932861, 0.5580626726150513, -0.17280693352222443]","[0.4009026288986206, 0.5724826455116272, -0.1388392448425293]","[0.36743372678756714, 0.4590068459510803, -0.15919961035251617]","[0.34637486934661865, 0.3830934464931488, -0.1793653815984726]","[0.334328293800354, 0.3158223330974579, -0.19886812567710876]","[0.44994235038757324, 0.5572976469993591, -0.06975213438272476]","[0.4216088652610779, 0.4141117334365845, -0.07727952301502228]","[0.4042972922325134, 0.335570752620697, -0.09979153424501419]","[0.38866692781448364, 0.2677738070487976, -0.12587223947048187]","[0.5011839270591736, 0.5642729997634888, -0.012614901177585125]","[0.5348964929580688, 0.43973803520202637, -0.05199792608618736]","[0.546528160572052, 0.37187156081199646, -0.11529482156038284]","[0.5502760410308838, 0.2990698218345642, -0.1644941121339798]","[0.5461427569389343, 0.5864040851593018, 0.036041174083948135]","[0.5678557753562927, 0.5254140496253967, -0.020147226750850677]","[0.565316379070282, 0.540162980556488, -0.06619139015674591]","[0.5514074563980103, 0.5545925498008728, -0.100916288793087]"
L,"[0.5414932370185852, 0.7799758315086365, 1.1074480426032096e-06]","[0.5337953567504883, 0.746735692024231, -0.12481854110956192]","[0.5078888535499573, 0.6639368534088135, -0.15510857105255127]","[0.45582324266433716, 0.5915658473968506, -0.15781430900096893]","[0.4239419102668762, 0.5281221866607666, -0.15382269024848938]","[0.6014047861099243, 0.5489619374275208, -0.08106100559234619]","[0.6227939128875732, 0.44929414987564087, -0.09867317229509354]","[0.636651337146759, 0.38343673944473267, -0.11824845522642136]","[0.6494495868682861, 0.32251882553100586, -0.13396406173706055]","[0.5560851693153381, 0.5371222496032715, -0.03157442435622215]","[0.5708612203598022, 0.4223419427871704, -0.03987474367022514]","[0.5782498717308044, 0.349645733833313, -0.06015867367386818]","[0.5877456068992615, 0.29108762741088867, -0.07556382566690445]","[0.5073396563529968, 0.5465506911277771, 0.004689035005867481]","[0.48071831464767456, 0.44842755794525146, -0.027178926393389702]","[0.46497130393981934, 0.38873618841171265, -0.07332582026720047]","[0.46220436692237854, 0.33487749099731445, -0.10193304717540741]","[0.4721226692199707, 0.5731597542762756, 0.031322184950113297]","[0.4429105818271637, 0.5251288414001465, -0.010620715096592903]","[0.43470150232315063, 0.5472725033760071, -0.040017131716012955]","[0.433989554643631, 0.5757926106452942, -0.05760766565799713]"
R,"[0.48237645626068115, 0.7913905382156372, 2.6018689425200137e-08]","[0.4078076481819153, 0.7723438739776611, -0.11396753787994385]","[0.38995060324668884, 0.6890063881874084, -0.1577645242214203]","[0.43424463272094727, 0.6091976165771484, -0.176674023270607]","[0.5006571412086487, 0.5583096146583557, -0.19401459395885468]","[0.3855177164077759, 0.556114137172699, -0.1200261116027832]","[0.33834078907966614, 0.437516450881958, -0.1599321812391281]","[0.30259644985198975, 0.36820733547210693, -0.18741844594478607]","[0.28618478775024414, 0.31826406717300415, -0.2059861272573471]","[0.44569993019104004, 0.5492827892303467, -0.0866144672036171]","[0.44625014066696167, 0.4086114466190338, -0.11434248089790344]","[0.44111883640289307, 0.32977887988090515, -0.1346488744020462]","[0.44105610251426697, 0.2643982172012329, -0.14983528852462769]","[0.5050415396690369, 0.5548465847969055, -0.0636456236243248]","[0.5437999367713928, 0.4333812892436981, -0.12245667725801468]","[0.560671329498291, 0.3596127927303314, -0.17150060832500458]","[0.5792020559310913, 0.29084956645965576, -0.2020154893398285]","[0.5548851490020752, 0.5769203305244446, -0.04541873559355736]","[0.5470491051673889, 0.500809907913208, -0.10472372174263]","[0.5190844535827637, 0.5389701724052429, -0.12462291121482849]","[0.4922100305557251, 0.5904425978660583, -0.13493463397026062]"
L,"[0.5188086032867432, 0.8084280490875244, 7.62727836445265e-07]","[0.5889391899108887, 0.7816099524497986, -0.04643472656607628]","[0.6175138354301453, 0.6851644515991211, -0.05024028941988945]","[0.5794070959091187, 0.6051236391067505, -0.04492921382188797]","[0.5133867263793945, 0.5649558305740356, -0.03927406668663025]","[0.6085965037345886, 0.5564708709716797, -0.034690361469984055]","[0.6498889327049255, 0.4489400386810303, -0.038571085780858994]","[0.6687269806861877, 0.38518083095550537, -0.043602511286735535]","[0.6842740178108215, 0.32762694358825684, -0.05115148052573204]","[0.5471358895301819, 0.5406837463378906, -0.03120630420744419]","[0.5380328893661499, 0.41071411967277527, -0.03549867123365402]","[0.5324549078941345, 0.33290815353393555, -0.05283159762620926]","[0.5258687734603882, 0.2718033790588379, -0.06768988817930222]","[0.4958456754684448, 0.5577465891838074, -0.032084252685308456]","[0.47107547521591187, 0.4361710548400879, -0.06476933509111404]","[0.4571794867515564, 0.36405742168426514, -0.10471300035715103]","[0.4396038055419922, 0.3003632128238678, -0.12986072897911072]","[0.45627570152282715, 0.6039445400238037, -0.034567877650260925]","[0.4738054573535919, 0.5179685950279236, -0.07370055466890335]","[0.5074483752250671, 0.5425658226013184, -0.09037529677152634]","[0.5260320901870728, 0.585049569606781, -0.098873071372509]"
R,"[0.5108702182769775, 0.7923985123634338, 3.7469649782906345e-07]","[0.41767120361328125, 0.7537813186645508, -0.03305262699723244]","[0.36707839369773865, 0.6860605478286743, -0.053762227296829224]","[0.3648597002029419, 0.6083085536956787, -0.07284069806337357]","[0.4147990047931671, 0.5564560890197754, -0.09087404608726501]","[0.41498106718063354, 0.5566049218177795, -0.013951732777059078]","[0.38074731826782227, 0.45283204317092896, -0.03806537762284279]","[0.3612368106842041, 0.3867071270942688, -0.057703230530023575]","[0.3570079505443573, 0.3340930938720703, -0.0720302164554596]","[0.4656180143356323, 0.5461493730545044, -0.019238799810409546]","[0.4841107428073883, 0.4226211905479431, -0.044712863862514496]","[0.49710020422935486, 0.34313714504241943, -0.0588129386305809]","[0.5131490230560303, 0.2801778316497803, -0.06428799778223038]","[0.5045014023780823, 0.5632933974266052, -0.031125511974096298]","[0.5241600275039673, 0.4433683156967163, -0.0748540386557579]","[0.527538001537323, 0.36407357454299927, -0.10244430601596832]","[0.5381089448928833, 0.30338406562805176, -0.1136050894856453]","[0.5268775224685669, 0.6030969023704529, -0.04332425445318222]","[0.5086545944213867, 0.5032055377960205, -0.0781051516532898]","[0.4642116129398346, 0.51399827003479, -0.08036395907402039]","[0.43855294585227966, 0.5576050281524658, -0.07681938260793686]"
L,"[0.5286641716957092, 0.8151980042457581, 1.033893909152539e-06]","[0.5652551651000977, 0.776962399482727, -0.09568743407726288]","[0.5606306195259094, 0.6982487440109253, -0.12653987109661102]","[0.49937838315963745, 0.6228881478309631, -0.13860030472278595]","[0.44562381505966187, 0.566154420375824, -0.14653770625591278]","[0.6077188849449158, 0.5587522983551025, -0.08195707201957703]","[0.6493942737579346, 0.4537302255630493, -0.10308782756328583]","[0.6716164946556091, 0.3889272212982178, -0.12677274644374847]","[0.6880719065666199, 0.3253645598888397, -0.14822065830230713]","[0.549443244934082, 0.5350582599639893, -0.05395394191145897]","[0.5661541223526001, 0.41009578108787537, -0.0658317506313324]","[0.57405686378479, 0.3414679765701294, -0.0945184975862503]","[0.5809445381164551, 0.27450641989707947, -0.11991731077432632]","[0.49483388662338257, 0.5444405674934387, -0.034126248210668564]","[0.4665396511554718, 0.44383734464645386, -0.05721115693449974]","[0.4479827284812927, 0.3791700601577759, -0.1010153591632843]","[0.4342924952507019, 0.3206215798854828, -0.13359187543392181]","[0.4508610963821411, 0.584679126739502, -0.02184726856648922]","[0.4387078881263733, 0.5075517892837524, -0.04415956139564514]","[0.43550485372543335, 0.4914212226867676, -0.06528519839048386]","[0.42810049653053284, 0.4914059638977051, -0.08316132426261902]"
L,"[0.5064728856086731, 0.826297402381897, 1.2896882708446356e-06]","[0.55567467212677, 0.792939305305481, -0.12595011293888092]","[0.5588613748550415, 0.6925897598266602, -0.16147612035274506]","[0.486835777759552, 0.6147843599319458, -0.17180825769901276]","[0.42751291394233704, 0.5494563579559326, -0.1796545833349228]","[0.6086581945419312, 0.5633628964424133, -0.09324131160974503]","[0.6506463289260864, 0.4510149657726288, -0.11008577048778534]","[0.6756143569946289, 0.3772032558917999, -0.12974974513053894]","[0.6983669400215149, 0.30871355533599854, -0.14913564920425415]","[0.5407071709632874, 0.5489885807037354, -0.052771832793951035]","[0.5530098080635071, 0.41371211409568787, -0.06271327286958694]","[0.554859459400177, 0.33078742027282715, -0.09306763112545013]","[0.553179919719696, 0.26136791706085205, -0.11944090574979782]","[0.4769724905490875, 0.5599075555801392, -0.024612117558717728]","[0.4543537497520447, 0.44102829694747925, -0.06851568073034286]","[0.42965564131736755, 0.3705902695655823, -0.1307937502861023]","[0.40998807549476624, 0.3034444749355316, -0.17186053097248077]","[0.42989450693130493, 0.5942977070808411, -0.004480759613215923]","[0.4198400676250458, 0.5376394391059875, -0.06055238097906113]","[0.42778217792510986, 0.5720667839050293, -0.09964723885059357]","[0.43294280767440796, 0.6110401153564453, -0.12549912929534912]"
R,"[0.4569574296474457, 0.8195719718933105, -6.364046356566178e-08]","[0.4613649845123291, 0.7590736746788025, -0.12154688686132431]","[0.4965706467628479, 0.6614658832550049, -0.11789905279874802]","[0.5546066164970398, 0.5876998901367188, -0.08126778155565262]","[0.5828365087509155, 0.5366623401641846, -0.03471081331372261]","[0.41118353605270386, 0.5414054989814758, -0.044010523706674576]","[0.3889084458351135, 0.4292711615562439, -0.03678122162818909]","[0.3767474293708801, 0.3502427339553833, -0.03985701501369476]","[0.3659805357456207, 0.28856295347213745, -0.04401194676756859]","[0.4479524493217468, 0.5440531969070435, 0.01836196891963482]","[0.42789414525032043, 0.41225874423980713, 0.049627453088760376]","[0.41213059425354004, 0.3377469778060913, 0.04986923933029175]","[0.3913119435310364, 0.2812359631061554, 0.04184125363826752]","[0.49448883533477783, 0.5579251646995544, 0.06407779455184937]","[0.5261144638061523, 0.4415488839149475, 0.057273730635643005]","[0.5350474715232849, 0.38208699226379395, 0.009910840541124344]","[0.5357276797294617, 0.319205641746521, -0.027505362406373024]","[0.5412010550498962, 0.5790524482727051, 0.10024359822273254]","[0.5653864741325378, 0.5256237983703613, 0.06968146562576294]","[0.5727160573005676, 0.5485554337501526, 0.03302312642335892]","[0.5626577734947205, 0.5777062177658081, 0.005646517034620047]"
L,"[0.52372145652771, 0.8788732886314392, 1.4008644484420074e-06]","[0.5683382153511047, 0.8352303504943848, -0.12270446866750717]","[0.5581650137901306, 0.7319481372833252, -0.16286177933216095]","[0.47535741329193115, 0.6411634087562561, -0.17817027866840363]","[0.40643131732940674, 0.5657422542572021, -0.19108060002326965]","[0.6236491799354553, 0.5716014504432678, -0.10431038588285446]","[0.669268012046814, 0.4464414417743683, -0.12870867550373077]","[0.6985886096954346, 0.3669555187225342, -0.15447451174259186]","[0.7254873514175415, 0.2889767587184906, -0.178013876080513]","[0.5562202334403992, 0.5456425547599792, -0.067551389336586]","[0.5676128268241882, 0.3951989412307739, -0.08330570161342621]","[0.5780718326568604, 0.3070521056652069, -0.113975390791893]","[0.5875380039215088, 0.22958728671073914, -0.13994285464286804]","[0.4903150200843811, 0.5563634634017944, -0.041395291686058044]","[0.45352041721343994, 0.4274161458015442, -0.08379390835762024]","[0.4309026300907135, 0.3527313470840454, -0.137760728597641]","[0.41468027234077454, 0.28295907378196716, -0.1746693104505539]","[0.4392790198326111, 0.5986133217811584, -0.02375860884785652]","[0.41926491260528564, 0.5337786674499512, -0.07719358801841736]","[0.42945098876953125, 0.573927104473114, -0.10681449621915817]","[0.4391295909881592, 0.6223188638687134, -0.12534010410308838]"
L,"[0.5079517364501953, 0.7956035733222961, 1.0986962024617242e-06]","[0.5605908632278442, 0.7552547454833984, -0.11248377710580826]","[0.5667404532432556, 0.6649236083030701, -0.14240695536136627]","[0.5057079195976257, 0.6015828847885132, -0.15141688287258148]","[0.4398443102836609, 0.5453571081161499, -0.15686112642288208]","[0.6032314896583557, 0.5467182993888855, -0.07130303233861923]","[0.6433568000793457, 0.4460563063621521, -0.07955728471279144]","[0.6664310693740845, 0.37964218854904175, -0.09216579794883728]","[0.6866747140884399, 0.32088005542755127, -0.10677842795848846]","[0.5385867953300476, 0.5377471446990967, -0.03737485408782959]","[0.5456377863883972, 0.4123108685016632, -0.03712592273950577]","[0.5486989617347717, 0.34338200092315674, -0.05822428688406944]","[0.5532407164573669, 0.2873201072216034, -0.08090762048959732]","[0.4792376458644867, 0.5485575795173645, -0.01665681041777134]","[0.4575706720352173, 0.44149690866470337, -0.049752913415431976]","[0.44370657205581665, 0.38131988048553467, -0.10655678063631058]","[0.4311392903327942, 0.32774248719215393, -0.14769551157951355]","[0.44048118591308594, 0.5777800679206848, -0.004342261236160994]","[0.4340660870075226, 0.5163587927818298, -0.04767843708395958]","[0.44353631138801575, 0.5453531742095947, -0.08338973671197891]","[0.44380414485931396, 0.5849106311798096, -0.11135322600603104]"
R,"[0.4806358814239502, 0.7940335273742676, 1.3893023265154625e-07]","[0.42457473278045654, 0.7600203156471252, -0.10139891505241394]","[0.4131878912448883, 0.6829544305801392, -0.13932497799396515]","[0.4524891972541809, 0.6140903234481812, -0.15987418591976166]","[0.511741578578949, 0.5600262880325317, -0.18012882769107819]","[0.39925849437713623, 0.551287055015564, -0.0818168967962265]","[0.3501400947570801, 0.44843026995658875, -0.11832158267498016]","[0.324163019657135, 0.38094478845596313, -0.14905987679958344]","[0.31393980979919434, 0.325469434261322, -0.1731480360031128]","[0.45559510588645935, 0.5447322130203247, -0.05912075936794281]","[0.45245325565338135, 0.4163893461227417, -0.08616888523101807]","[0.44912275671958923, 0.3433842658996582, -0.1122923418879509]","[0.4484446942806244, 0.28160595893859863, -0.1328984647989273]","[0.5101600289344788, 0.5585700869560242, -0.047819994390010834]","[0.5443708300590515, 0.445285439491272, -0.10114581137895584]","[0.5584955811500549, 0.3789510130882263, -0.1502898931503296]","[0.5752939581871033, 0.3189873695373535, -0.18384526669979095]","[0.5571078658103943, 0.5858931541442871, -0.04241925850510597]","[0.5426093935966492, 0.5194404721260071, -0.10576371103525162]","[0.5172853469848633, 0.5488982796669006, -0.1342919021844864]","[0.4998970329761505, 0.5878403186798096, -0.15151382982730865]"
L,"[0.5365344285964966, 0.8070756793022156, 1.242098619513854e-06]","[0.5753502249717712, 0.7767398357391357, -0.07698145508766174]","[0.5761123895645142, 0.6877256631851196, -0.09662265330553055]","[0.5100523233413696, 0.609697163105011, -0.09903258085250854]","[0.44791537523269653, 0.554373025894165, -0.09836816042661667]","[0.6163257956504822, 0.5613968968391418, -0.06682801246643066]","[0.6626070737838745, 0.45395830273628235, -0.08434092253446579]","[0.6879640817642212, 0.3840492367744446, -0.09900841116905212]","[0.709023654460907, 0.3201552629470825, -0.11145186424255371]","[0.5543571710586548, 0.5402297973632812, -0.04812394827604294]","[0.5673330426216125, 0.4147338569164276, -0.055388472974300385]","[0.5754271745681763, 0.3394416272640228, -0.07248225063085556]","[0.5813204050064087, 0.2804437577724457, -0.0858834758400917]","[0.4962991178035736, 0.5533333420753479, -0.03654148802161217]","[0.4698604941368103, 0.4423634111881256, -0.06803614646196365]","[0.45495203137397766, 0.38371461629867554, -0.1049128994345665]","[0.44074535369873047, 0.3317331373691559, -0.12722286581993103]","[0.45171159505844116, 0.5959853529930115, -0.029828589409589767]","[0.4446272850036621, 0.5404959321022034, -0.07071258127689362]","[0.4554935693740845, 0.5678778290748596, -0.08805430680513382]","[0.45494675636291504, 0.6027259826660156, -0.09519293159246445]"
